Winner,Loser,Winner_Name,Loser_Name
12,10,['Richard-Gasquet'],['Santiago-Giraldo']
10,84,['Santiago-Giraldo'],['Michael-Berrer']
22,10,['Pablo-Andujar'],['Santiago-Giraldo']
10,33,['Santiago-Giraldo'],['Alexandr-Dolgopolov']
24,10,['Robin-Soderling'],['Santiago-Giraldo']
10,90,['Santiago-Giraldo'],['Thomaz-Bellucci']
10,90,['Santiago-Giraldo'],['Thomaz-Bellucci']
10,73,['Santiago-Giraldo'],['Albert-Ramos']
10,73,['Santiago-Giraldo'],['Albert-Ramos']
10,78,['Santiago-Giraldo'],['Igor-Andreev']
78,10,['Igor-Andreev'],['Santiago-Giraldo']
28,10,['Michael-Llodra'],['Santiago-Giraldo']
58,10,['Pablo-Cuevas'],['Santiago-Giraldo']
43,10,['Nicolas-Almagro'],['Santiago-Giraldo']
10,79,['Santiago-Giraldo'],['Juan-Ignacio-Chela']
10,74,['Santiago-Giraldo'],['Potito-Starace']
70,10,['Tommy-Robredo'],['Santiago-Giraldo']
10,75,['Santiago-Giraldo'],['Rui-Machado']
26,10,['Marin-Cilic'],['Santiago-Giraldo']
30,10,['David-Ferrer'],['Santiago-Giraldo']
10,42,['Santiago-Giraldo'],['Gilles-Simon']
63,10,['Kevin-Anderson'],['Santiago-Giraldo']
11,30,['Andy-Murray'],['David-Ferrer']
11,30,['Andy-Murray'],['David-Ferrer']
11,30,['Andy-Murray'],['David-Ferrer']
30,11,['David-Ferrer'],['Andy-Murray']
11,93,['Andy-Murray'],['Jeremy-Chardy']
11,15,['Andy-Murray'],['Andy-Roddick']
11,15,['Andy-Murray'],['Andy-Roddick']
34,11,['Tomas-Berdych'],['Andy-Murray']
11,62,['Andy-Murray'],['Dmitry-Tursunov']
11,47,['Andy-Murray'],['Stanislas-Wawrinka']
11,32,['Andy-Murray'],['Kei-Nishikori']
11,27,['Andy-Murray'],['Marcos-Baghdatis']
27,11,['Marcos-Baghdatis'],['Andy-Murray']
11,82,['Andy-Murray'],['Alex-Bogomolov-Jr']
11,82,['Andy-Murray'],['Alex-Bogomolov-Jr']
82,11,['Alex-Bogomolov-Jr'],['Andy-Murray']
11,13,['Andy-Murray'],['David-Nalbandian']
11,13,['Andy-Murray'],['David-Nalbandian']
11,84,['Andy-Murray'],['Michael-Berrer']
11,84,['Andy-Murray'],['Michael-Berrer']
11,54,['Andy-Murray'],['Grigor-Dimitrov']
11,42,['Andy-Murray'],['Gilles-Simon']
11,42,['Andy-Murray'],['Gilles-Simon']
11,42,['Andy-Murray'],['Gilles-Simon']
11,42,['Andy-Murray'],['Gilles-Simon']
11,35,['Andy-Murray'],['Somdev-K-Devvarman']
11,60,['Andy-Murray'],['Robin-Haase']
11,25,['Andy-Murray'],['Feliciano-Lopez']
11,25,['Andy-Murray'],['Feliciano-Lopez']
11,21,['Andy-Murray'],['John-Isner']
11,16,['Andy-Murray'],['Novak-Djokovic']
16,11,['Novak-Djokovic'],['Andy-Murray']
16,11,['Novak-Djokovic'],['Andy-Murray']
63,11,['Kevin-Anderson'],['Andy-Murray']
11,14,['Andy-Murray'],['Gilles-Muller']
11,23,['Andy-Murray'],['Ivan-Ljubicic']
11,12,['Andy-Murray'],['Richard-Gasquet']
11,76,['Andy-Murray'],['Xavier-Malisse']
11,76,['Andy-Murray'],['Xavier-Malisse']
11,48,['Andy-Murray'],['Janko-Tipsarevic']
11,26,['Andy-Murray'],['Marin-Cilic']
11,50,['Andy-Murray'],['Simone-Bolelli']
11,80,['Andy-Murray'],['Viktor-Troicki']
11,79,['Andy-Murray'],['Juan-Ignacio-Chela']
11,74,['Andy-Murray'],['Potito-Starace']
90,11,['Thomaz-Bellucci'],['Andy-Murray']
11,20,['Andy-Murray'],['Radek-Stepanek']
11,39,['Andy-Murray'],['Karol-Beck']
11,77,['Andy-Murray'],['Jurgen-Melzer']
11,33,['Andy-Murray'],['Alexandr-Dolgopolov']
12,63,['Richard-Gasquet'],['Kevin-Anderson']
12,63,['Richard-Gasquet'],['Kevin-Anderson']
12,37,['Richard-Gasquet'],['Olivier-Rochus']
14,12,['Gilles-Muller'],['Richard-Gasquet']
17,12,['Fernando-Verdasco'],['Richard-Gasquet']
12,55,['Richard-Gasquet'],['Sergiy-Stakhovsky']
36,12,['Ivo-Karlovic'],['Richard-Gasquet']
12,33,['Richard-Gasquet'],['Alexandr-Dolgopolov']
12,90,['Richard-Gasquet'],['Thomaz-Bellucci']
12,90,['Richard-Gasquet'],['Thomaz-Bellucci']
43,12,['Nicolas-Almagro'],['Richard-Gasquet']
12,68,['Richard-Gasquet'],['Igor-Kunitsyn']
12,50,['Richard-Gasquet'],['Simone-Bolelli']
12,20,['Richard-Gasquet'],['Radek-Stepanek']
12,46,['Richard-Gasquet'],['Marcel-Granollers']
16,12,['Novak-Djokovic'],['Richard-Gasquet']
16,12,['Novak-Djokovic'],['Richard-Gasquet']
12,91,['Richard-Gasquet'],['Albert-Montanes']
12,78,['Richard-Gasquet'],['Igor-Andreev']
12,34,['Richard-Gasquet'],['Tomas-Berdych']
34,12,['Tomas-Berdych'],['Richard-Gasquet']
12,79,['Richard-Gasquet'],['Juan-Ignacio-Chela']
29,12,['Gael-Monfils'],['Richard-Gasquet']
12,67,['Richard-Gasquet'],['Denis-Istomin']
12,58,['Richard-Gasquet'],['Pablo-Cuevas']
12,77,['Richard-Gasquet'],['Jurgen-Melzer']
12,15,['Richard-Gasquet'],['Andy-Roddick']
12,54,['Richard-Gasquet'],['Grigor-Dimitrov']
12,42,['Richard-Gasquet'],['Gilles-Simon']
12,94,['Richard-Gasquet'],['Arnaud-Clement']
84,12,['Michael-Berrer'],['Richard-Gasquet']
12,61,['Richard-Gasquet'],['Adrian-Mannarino']
12,49,['Richard-Gasquet'],['Andreas-Seppi']
80,12,['Viktor-Troicki'],['Richard-Gasquet']
13,76,['David-Nalbandian'],['Xavier-Malisse']
13,18,['David-Nalbandian'],['Ivan-Dodig']
13,18,['David-Nalbandian'],['Ivan-Dodig']
66,13,['James-Blake'],['David-Nalbandian']
66,13,['James-Blake'],['David-Nalbandian']
13,40,['David-Nalbandian'],['Ernests-Gulbis']
13,95,['David-Nalbandian'],['Lukas-Rosol']
13,80,['David-Nalbandian'],['Viktor-Troicki']
13,23,['David-Nalbandian'],['Ivan-Ljubicic']
13,32,['David-Nalbandian'],['Kei-Nishikori']
47,13,['Stanislas-Wawrinka'],['David-Nalbandian']
13,92,['David-Nalbandian'],['Andreas-Haider-Maurer']
17,13,['Fernando-Verdasco'],['David-Nalbandian']
13,74,['David-Nalbandian'],['Potito-Starace']
70,13,['Tommy-Robredo'],['David-Nalbandian']
13,51,['David-Nalbandian'],['Carlos-Berlocq']
57,13,['Horacio-Zeballos'],['David-Nalbandian']
13,71,['David-Nalbandian'],['Lleyton-Hewitt']
13,44,['David-Nalbandian'],['Fabio-Fognini']
13,65,['David-Nalbandian'],['Philipp-Petzschner']
13,21,['David-Nalbandian'],['John-Isner']
13,43,['David-Nalbandian'],['Nicolas-Almagro']
30,13,['David-Ferrer'],['David-Nalbandian']
14,63,['Gilles-Muller'],['Kevin-Anderson']
63,14,['Kevin-Anderson'],['Gilles-Muller']
49,14,['Andreas-Seppi'],['Gilles-Muller']
49,14,['Andreas-Seppi'],['Gilles-Muller']
69,14,['Philipp-Kohlschreiber'],['Gilles-Muller']
14,65,['Gilles-Muller'],['Philipp-Petzschner']
23,14,['Ivan-Ljubicic'],['Gilles-Muller']
14,40,['Gilles-Muller'],['Ernests-Gulbis']
14,68,['Gilles-Muller'],['Igor-Kunitsyn']
68,14,['Igor-Kunitsyn'],['Gilles-Muller']
32,14,['Kei-Nishikori'],['Gilles-Muller']
14,82,['Gilles-Muller'],['Alex-Bogomolov-Jr']
21,14,['John-Isner'],['Gilles-Muller']
39,14,['Karol-Beck'],['Gilles-Muller']
14,19,['Gilles-Muller'],['Ryan-Sweeting']
14,38,['Gilles-Muller'],['Bernard-Tomic']
24,14,['Robin-Soderling'],['Gilles-Muller']
15,20,['Andy-Roddick'],['Radek-Stepanek']
15,81,['Andy-Roddick'],['Yen-Hsun-Lu']
15,54,['Andy-Roddick'],['Grigor-Dimitrov']
15,43,['Andy-Roddick'],['Nicolas-Almagro']
15,30,['Andy-Roddick'],['David-Ferrer']
30,15,['David-Ferrer'],['Andy-Roddick']
30,15,['David-Ferrer'],['Andy-Roddick']
15,63,['Andy-Roddick'],['Kevin-Anderson']
15,63,['Andy-Roddick'],['Kevin-Anderson']
63,15,['Kevin-Anderson'],['Andy-Roddick']
15,21,['Andy-Roddick'],['John-Isner']
21,15,['John-Isner'],['Andy-Roddick']
69,15,['Philipp-Kohlschreiber'],['Andy-Roddick']
15,25,['Andy-Roddick'],['Feliciano-Lopez']
25,15,['Feliciano-Lopez'],['Andy-Roddick']
25,15,['Feliciano-Lopez'],['Andy-Roddick']
15,56,['Andy-Roddick'],['Victor-Hanescu']
15,17,['Andy-Roddick'],['Fernando-Verdasco']
42,15,['Gilles-Simon'],['Andy-Roddick']
58,15,['Pablo-Cuevas'],['Andy-Roddick']
15,66,['Andy-Roddick'],['James-Blake']
15,48,['Andy-Roddick'],['Janko-Tipsarevic']
15,71,['Andy-Roddick'],['Lleyton-Hewitt']
15,68,['Andy-Roddick'],['Igor-Kunitsyn']
15,60,['Andy-Roddick'],['Robin-Haase']
47,15,['Stanislas-Wawrinka'],['Andy-Roddick']
15,33,['Andy-Roddick'],['Alexandr-Dolgopolov']
15,27,['Andy-Roddick'],['Marcos-Baghdatis']
24,15,['Robin-Soderling'],['Andy-Roddick']
16,34,['Novak-Djokovic'],['Tomas-Berdych']
16,34,['Novak-Djokovic'],['Tomas-Berdych']
16,34,['Novak-Djokovic'],['Tomas-Berdych']
16,34,['Novak-Djokovic'],['Tomas-Berdych']
16,30,['Novak-Djokovic'],['David-Ferrer']
30,16,['David-Ferrer'],['Novak-Djokovic']
16,48,['Novak-Djokovic'],['Janko-Tipsarevic']
16,48,['Novak-Djokovic'],['Janko-Tipsarevic']
48,16,['Janko-Tipsarevic'],['Novak-Djokovic']
16,18,['Novak-Djokovic'],['Ivan-Dodig']
16,18,['Novak-Djokovic'],['Ivan-Dodig']
16,80,['Novak-Djokovic'],['Viktor-Troicki']
16,80,['Novak-Djokovic'],['Viktor-Troicki']
16,80,['Novak-Djokovic'],['Viktor-Troicki']
16,80,['Novak-Djokovic'],['Viktor-Troicki']
16,76,['Novak-Djokovic'],['Xavier-Malisse']
16,87,['Novak-Djokovic'],['Lukasz-Kubot']
16,87,['Novak-Djokovic'],['Lukasz-Kubot']
16,27,['Novak-Djokovic'],['Marcos-Baghdatis']
16,27,['Novak-Djokovic'],['Marcos-Baghdatis']
32,16,['Kei-Nishikori'],['Novak-Djokovic']
16,51,['Novak-Djokovic'],['Carlos-Berlocq']
16,41,['Novak-Djokovic'],['Nikolay-Davydenko']
16,41,['Novak-Djokovic'],['Nikolay-Davydenko']
16,33,['Novak-Djokovic'],['Alexandr-Dolgopolov']
16,72,['Novak-Djokovic'],['Ryan-Harrison']
16,20,['Novak-Djokovic'],['Radek-Stepanek']
16,29,['Novak-Djokovic'],['Gael-Monfils']
16,29,['Novak-Djokovic'],['Gael-Monfils']
16,26,['Novak-Djokovic'],['Marin-Cilic']
16,93,['Novak-Djokovic'],['Jeremy-Chardy']
16,63,['Novak-Djokovic'],['Kevin-Anderson']
16,63,['Novak-Djokovic'],['Kevin-Anderson']
16,63,['Novak-Djokovic'],['Kevin-Anderson']
16,28,['Novak-Djokovic'],['Michael-Llodra']
16,28,['Novak-Djokovic'],['Michael-Llodra']
16,38,['Novak-Djokovic'],['Bernard-Tomic']
16,56,['Novak-Djokovic'],['Victor-Hanescu']
16,44,['Novak-Djokovic'],['Fabio-Fognini']
16,47,['Novak-Djokovic'],['Stanislas-Wawrinka']
16,24,['Novak-Djokovic'],['Robin-Soderling']
16,90,['Novak-Djokovic'],['Thomaz-Bellucci']
16,25,['Novak-Djokovic'],['Feliciano-Lopez']
16,25,['Novak-Djokovic'],['Feliciano-Lopez']
16,67,['Novak-Djokovic'],['Denis-Istomin']
16,66,['Novak-Djokovic'],['James-Blake']
16,40,['Novak-Djokovic'],['Ernests-Gulbis']
16,46,['Novak-Djokovic'],['Marcel-Granollers']
16,43,['Novak-Djokovic'],['Nicolas-Almagro']
17,26,['Fernando-Verdasco'],['Marin-Cilic']
34,17,['Tomas-Berdych'],['Fernando-Verdasco']
34,17,['Tomas-Berdych'],['Fernando-Verdasco']
34,17,['Tomas-Berdych'],['Fernando-Verdasco']
30,17,['David-Ferrer'],['Fernando-Verdasco']
45,17,['Juan-Carlos-Ferrero'],['Fernando-Verdasco']
17,28,['Fernando-Verdasco'],['Michael-Llodra']
17,28,['Fernando-Verdasco'],['Michael-Llodra']
17,31,['Fernando-Verdasco'],['Jarkko-Nieminen']
17,90,['Fernando-Verdasco'],['Thomaz-Bellucci']
90,17,['Thomaz-Bellucci'],['Fernando-Verdasco']
17,48,['Fernando-Verdasco'],['Janko-Tipsarevic']
48,17,['Janko-Tipsarevic'],['Fernando-Verdasco']
17,41,['Fernando-Verdasco'],['Nikolay-Davydenko']
17,20,['Fernando-Verdasco'],['Radek-Stepanek']
20,17,['Radek-Stepanek'],['Fernando-Verdasco']
17,43,['Fernando-Verdasco'],['Nicolas-Almagro']
43,17,['Nicolas-Almagro'],['Fernando-Verdasco']
46,17,['Marcel-Granollers'],['Fernando-Verdasco']
17,22,['Fernando-Verdasco'],['Pablo-Andujar']
22,17,['Pablo-Andujar'],['Fernando-Verdasco']
17,77,['Fernando-Verdasco'],['Jurgen-Melzer']
60,17,['Robin-Haase'],['Fernando-Verdasco']
17,76,['Fernando-Verdasco'],['Xavier-Malisse']
17,76,['Fernando-Verdasco'],['Xavier-Malisse']
23,17,['Ivan-Ljubicic'],['Fernando-Verdasco']
24,17,['Robin-Soderling'],['Fernando-Verdasco']
81,17,['Yen-Hsun-Lu'],['Fernando-Verdasco']
17,63,['Fernando-Verdasco'],['Kevin-Anderson']
70,17,['Tommy-Robredo'],['Fernando-Verdasco']
64,17,['Sam-Querrey'],['Fernando-Verdasco']
17,96,['Fernando-Verdasco'],['Rajeev-Ram']
17,36,['Fernando-Verdasco'],['Ivo-Karlovic']
17,67,['Fernando-Verdasco'],['Denis-Istomin']
17,32,['Fernando-Verdasco'],['Kei-Nishikori']
18,44,['Ivan-Dodig'],['Fabio-Fognini']
47,18,['Stanislas-Wawrinka'],['Ivan-Dodig']
18,61,['Ivan-Dodig'],['Adrian-Mannarino']
54,18,['Grigor-Dimitrov'],['Ivan-Dodig']
63,18,['Kevin-Anderson'],['Ivan-Dodig']
41,18,['Nikolay-Davydenko'],['Ivan-Dodig']
18,40,['Ivan-Dodig'],['Ernests-Gulbis']
29,18,['Gael-Monfils'],['Ivan-Dodig']
29,18,['Gael-Monfils'],['Ivan-Dodig']
18,93,['Ivan-Dodig'],['Jeremy-Chardy']
48,18,['Janko-Tipsarevic'],['Ivan-Dodig']
48,18,['Janko-Tipsarevic'],['Ivan-Dodig']
73,18,['Albert-Ramos'],['Ivan-Dodig']
72,18,['Ryan-Harrison'],['Ivan-Dodig']
18,56,['Ivan-Dodig'],['Victor-Hanescu']
18,92,['Ivan-Dodig'],['Andreas-Haider-Maurer']
18,27,['Ivan-Dodig'],['Marcos-Baghdatis']
62,18,['Dmitry-Tursunov'],['Ivan-Dodig']
18,85,['Ivan-Dodig'],['Pere-Riba']
85,18,['Pere-Riba'],['Ivan-Dodig']
65,18,['Philipp-Petzschner'],['Ivan-Dodig']
18,24,['Ivan-Dodig'],['Robin-Soderling']
24,18,['Robin-Soderling'],['Ivan-Dodig']
18,25,['Ivan-Dodig'],['Feliciano-Lopez']
70,18,['Tommy-Robredo'],['Ivan-Dodig']
69,18,['Philipp-Kohlschreiber'],['Ivan-Dodig']
18,68,['Ivan-Dodig'],['Igor-Kunitsyn']
18,46,['Ivan-Dodig'],['Marcel-Granollers']
18,23,['Ivan-Dodig'],['Ivan-Ljubicic']
18,84,['Ivan-Dodig'],['Michael-Berrer']
18,36,['Ivan-Dodig'],['Ivo-Karlovic']
34,18,['Tomas-Berdych'],['Ivan-Dodig']
50,19,['Simone-Bolelli'],['Ryan-Sweeting']
27,19,['Marcos-Baghdatis'],['Ryan-Sweeting']
27,19,['Marcos-Baghdatis'],['Ryan-Sweeting']
54,19,['Grigor-Dimitrov'],['Ryan-Sweeting']
19,64,['Ryan-Sweeting'],['Sam-Querrey']
19,64,['Ryan-Sweeting'],['Sam-Querrey']
64,19,['Sam-Querrey'],['Ryan-Sweeting']
67,19,['Denis-Istomin'],['Ryan-Sweeting']
19,37,['Ryan-Sweeting'],['Olivier-Rochus']
19,82,['Ryan-Sweeting'],['Alex-Bogomolov-Jr']
19,82,['Ryan-Sweeting'],['Alex-Bogomolov-Jr']
29,19,['Gael-Monfils'],['Ryan-Sweeting']
19,35,['Ryan-Sweeting'],['Somdev-K-Devvarman']
35,19,['Somdev-K-Devvarman'],['Ryan-Sweeting']
68,19,['Igor-Kunitsyn'],['Ryan-Sweeting']
19,22,['Ryan-Sweeting'],['Pablo-Andujar']
23,19,['Ivan-Ljubicic'],['Ryan-Sweeting']
92,19,['Andreas-Haider-Maurer'],['Ryan-Sweeting']
19,97,['Ryan-Sweeting'],['Alexander-Peya']
19,78,['Ryan-Sweeting'],['Igor-Andreev']
78,19,['Igor-Andreev'],['Ryan-Sweeting']
66,19,['James-Blake'],['Ryan-Sweeting']
19,36,['Ryan-Sweeting'],['Ivo-Karlovic']
36,19,['Ivo-Karlovic'],['Ryan-Sweeting']
19,32,['Ryan-Sweeting'],['Kei-Nishikori']
32,19,['Kei-Nishikori'],['Ryan-Sweeting']
19,98,['Ryan-Sweeting'],['Juan-Sebastian-Cabal']
19,95,['Ryan-Sweeting'],['Lukas-Rosol']
76,19,['Xavier-Malisse'],['Ryan-Sweeting']
19,46,['Ryan-Sweeting'],['Marcel-Granollers']
48,19,['Janko-Tipsarevic'],['Ryan-Sweeting']
72,19,['Ryan-Harrison'],['Ryan-Sweeting']
34,20,['Tomas-Berdych'],['Radek-Stepanek']
20,35,['Radek-Stepanek'],['Somdev-K-Devvarman']
30,20,['David-Ferrer'],['Radek-Stepanek']
20,69,['Radek-Stepanek'],['Philipp-Kohlschreiber']
20,69,['Radek-Stepanek'],['Philipp-Kohlschreiber']
20,21,['Radek-Stepanek'],['John-Isner']
21,20,['John-Isner'],['Radek-Stepanek']
25,20,['Feliciano-Lopez'],['Radek-Stepanek']
20,65,['Radek-Stepanek'],['Philipp-Petzschner']
20,31,['Radek-Stepanek'],['Jarkko-Nieminen']
20,29,['Radek-Stepanek'],['Gael-Monfils']
29,20,['Gael-Monfils'],['Radek-Stepanek']
20,49,['Radek-Stepanek'],['Andreas-Seppi']
20,49,['Radek-Stepanek'],['Andreas-Seppi']
20,99,['Radek-Stepanek'],['Colin-Fleming']
32,20,['Kei-Nishikori'],['Radek-Stepanek']
20,23,['Radek-Stepanek'],['Ivan-Ljubicic']
20,95,['Radek-Stepanek'],['Lukas-Rosol']
20,89,['Radek-Stepanek'],['Dustin-Brown']
41,20,['Nikolay-Davydenko'],['Radek-Stepanek']
20,27,['Radek-Stepanek'],['Marcos-Baghdatis']
20,44,['Radek-Stepanek'],['Fabio-Fognini']
79,20,['Juan-Ignacio-Chela'],['Radek-Stepanek']
24,20,['Robin-Soderling'],['Radek-Stepanek']
21,47,['John-Isner'],['Stanislas-Wawrinka']
21,68,['John-Isner'],['Igor-Kunitsyn']
21,25,['John-Isner'],['Feliciano-Lopez']
21,30,['John-Isner'],['David-Ferrer']
23,21,['Ivan-Ljubicic'],['John-Isner']
21,27,['John-Isner'],['Marcos-Baghdatis']
21,27,['John-Isner'],['Marcos-Baghdatis']
21,27,['John-Isner'],['Marcos-Baghdatis']
21,82,['John-Isner'],['Alex-Bogomolov-Jr']
21,82,['John-Isner'],['Alex-Bogomolov-Jr']
21,82,['John-Isner'],['Alex-Bogomolov-Jr']
21,42,['John-Isner'],['Gilles-Simon']
21,31,['John-Isner'],['Jarkko-Nieminen']
21,80,['John-Isner'],['Viktor-Troicki']
80,21,['Viktor-Troicki'],['John-Isner']
21,66,['John-Isner'],['James-Blake']
21,66,['John-Isner'],['James-Blake']
29,21,['Gael-Monfils'],['John-Isner']
21,81,['John-Isner'],['Yen-Hsun-Lu']
21,39,['John-Isner'],['Karol-Beck']
21,94,['John-Isner'],['Arnaud-Clement']
21,37,['John-Isner'],['Olivier-Rochus']
43,21,['Nicolas-Almagro'],['John-Isner']
79,21,['Juan-Ignacio-Chela'],['John-Isner']
79,21,['Juan-Ignacio-Chela'],['John-Isner']
55,21,['Sergiy-Stakhovsky'],['John-Isner']
21,57,['John-Isner'],['Horacio-Zeballos']
36,21,['Ivo-Karlovic'],['John-Isner']
21,78,['John-Isner'],['Igor-Andreev']
63,21,['Kevin-Anderson'],['John-Isner']
26,21,['Marin-Cilic'],['John-Isner']
21,60,['John-Isner'],['Robin-Haase']
22,79,['Pablo-Andujar'],['Juan-Ignacio-Chela']
22,79,['Pablo-Andujar'],['Juan-Ignacio-Chela']
29,22,['Gael-Monfils'],['Pablo-Andujar']
65,22,['Philipp-Petzschner'],['Pablo-Andujar']
45,22,['Juan-Carlos-Ferrero'],['Pablo-Andujar']
45,22,['Juan-Carlos-Ferrero'],['Pablo-Andujar']
32,22,['Kei-Nishikori'],['Pablo-Andujar']
63,22,['Kevin-Anderson'],['Pablo-Andujar']
63,22,['Kevin-Anderson'],['Pablo-Andujar']
22,95,['Pablo-Andujar'],['Lukas-Rosol']
22,73,['Pablo-Andujar'],['Albert-Ramos']
22,91,['Pablo-Andujar'],['Albert-Montanes']
22,91,['Pablo-Andujar'],['Albert-Montanes']
22,87,['Pablo-Andujar'],['Lukasz-Kubot']
68,22,['Igor-Kunitsyn'],['Pablo-Andujar']
22,54,['Pablo-Andujar'],['Grigor-Dimitrov']
43,22,['Nicolas-Almagro'],['Pablo-Andujar']
43,22,['Nicolas-Almagro'],['Pablo-Andujar']
90,22,['Thomaz-Bellucci'],['Pablo-Andujar']
22,93,['Pablo-Andujar'],['Jeremy-Chardy']
22,85,['Pablo-Andujar'],['Pere-Riba']
22,74,['Pablo-Andujar'],['Potito-Starace']
74,22,['Potito-Starace'],['Pablo-Andujar']
22,38,['Pablo-Andujar'],['Bernard-Tomic']
58,22,['Pablo-Cuevas'],['Pablo-Andujar']
47,22,['Stanislas-Wawrinka'],['Pablo-Andujar']
57,22,['Horacio-Zeballos'],['Pablo-Andujar']
22,70,['Pablo-Andujar'],['Tommy-Robredo']
76,22,['Xavier-Malisse'],['Pablo-Andujar']
23,28,['Ivan-Ljubicic'],['Michael-Llodra']
77,23,['Jurgen-Melzer'],['Ivan-Ljubicic']
23,53,['Ivan-Ljubicic'],['Mikhail-Youzhny']
23,26,['Ivan-Ljubicic'],['Marin-Cilic']
26,23,['Marin-Cilic'],['Ivan-Ljubicic']
45,23,['Juan-Carlos-Ferrero'],['Ivan-Ljubicic']
23,55,['Ivan-Ljubicic'],['Sergiy-Stakhovsky']
23,55,['Ivan-Ljubicic'],['Sergiy-Stakhovsky']
23,35,['Ivan-Ljubicic'],['Somdev-K-Devvarman']
23,64,['Ivan-Ljubicic'],['Sam-Querrey']
42,23,['Gilles-Simon'],['Ivan-Ljubicic']
23,93,['Ivan-Ljubicic'],['Jeremy-Chardy']
23,34,['Ivan-Ljubicic'],['Tomas-Berdych']
62,23,['Dmitry-Tursunov'],['Ivan-Ljubicic']
23,27,['Ivan-Ljubicic'],['Marcos-Baghdatis']
43,23,['Nicolas-Almagro'],['Ivan-Ljubicic']
24,74,['Robin-Soderling'],['Potito-Starace']
24,74,['Robin-Soderling'],['Potito-Starace']
24,34,['Robin-Soderling'],['Tomas-Berdych']
24,30,['Robin-Soderling'],['David-Ferrer']
24,65,['Robin-Soderling'],['Philipp-Petzschner']
24,71,['Robin-Soderling'],['Lleyton-Hewitt']
38,24,['Bernard-Tomic'],['Robin-Soderling']
24,72,['Robin-Soderling'],['Ryan-Harrison']
24,72,['Robin-Soderling'],['Ryan-Harrison']
24,73,['Robin-Soderling'],['Albert-Ramos']
24,42,['Robin-Soderling'],['Gilles-Simon']
24,64,['Robin-Soderling'],['Sam-Querrey']
24,43,['Robin-Soderling'],['Nicolas-Almagro']
24,93,['Robin-Soderling'],['Jeremy-Chardy']
24,84,['Robin-Soderling'],['Michael-Berrer']
24,84,['Robin-Soderling'],['Michael-Berrer']
24,69,['Robin-Soderling'],['Philipp-Kohlschreiber']
69,24,['Philipp-Kohlschreiber'],['Robin-Soderling']
24,78,['Robin-Soderling'],['Igor-Andreev']
24,28,['Robin-Soderling'],['Michael-Llodra']
24,62,['Robin-Soderling'],['Dmitry-Tursunov']
24,26,['Robin-Soderling'],['Marin-Cilic']
24,60,['Robin-Soderling'],['Robin-Haase']
24,53,['Robin-Soderling'],['Mikhail-Youzhny']
24,80,['Robin-Soderling'],['Viktor-Troicki']
33,24,['Alexandr-Dolgopolov'],['Robin-Soderling']
25,28,['Feliciano-Lopez'],['Michael-Llodra']
25,28,['Feliciano-Lopez'],['Michael-Llodra']
25,29,['Feliciano-Lopez'],['Gael-Monfils']
25,82,['Feliciano-Lopez'],['Alex-Bogomolov-Jr']
82,25,['Alex-Bogomolov-Jr'],['Feliciano-Lopez']
94,25,['Arnaud-Clement'],['Feliciano-Lopez']
25,48,['Feliciano-Lopez'],['Janko-Tipsarevic']
25,48,['Feliciano-Lopez'],['Janko-Tipsarevic']
25,34,['Feliciano-Lopez'],['Tomas-Berdych']
30,25,['David-Ferrer'],['Feliciano-Lopez']
30,25,['David-Ferrer'],['Feliciano-Lopez']
53,25,['Mikhail-Youzhny'],['Feliciano-Lopez']
25,45,['Feliciano-Lopez'],['Juan-Carlos-Ferrero']
25,69,['Feliciano-Lopez'],['Philipp-Kohlschreiber']
69,25,['Philipp-Kohlschreiber'],['Feliciano-Lopez']
60,25,['Robin-Haase'],['Feliciano-Lopez']
43,25,['Nicolas-Almagro'],['Feliciano-Lopez']
25,57,['Feliciano-Lopez'],['Horacio-Zeballos']
25,84,['Feliciano-Lopez'],['Michael-Berrer']
25,87,['Feliciano-Lopez'],['Lukasz-Kubot']
25,62,['Feliciano-Lopez'],['Dmitry-Tursunov']
25,83,['Feliciano-Lopez'],['Fernando-Gonzalez']
25,91,['Feliciano-Lopez'],['Albert-Montanes']
25,52,['Feliciano-Lopez'],['Mikhail-Kukushkin']
25,32,['Feliciano-Lopez'],['Kei-Nishikori']
25,79,['Feliciano-Lopez'],['Juan-Ignacio-Chela']
25,81,['Feliciano-Lopez'],['Yen-Hsun-Lu']
27,25,['Marcos-Baghdatis'],['Feliciano-Lopez']
38,25,['Bernard-Tomic'],['Feliciano-Lopez']
25,65,['Feliciano-Lopez'],['Philipp-Petzschner']
63,25,['Kevin-Anderson'],['Feliciano-Lopez']
46,26,['Marcel-Granollers'],['Marin-Cilic']
26,35,['Marin-Cilic'],['Somdev-K-Devvarman']
26,49,['Marin-Cilic'],['Andreas-Seppi']
26,49,['Marin-Cilic'],['Andreas-Seppi']
26,49,['Marin-Cilic'],['Andreas-Seppi']
26,53,['Marin-Cilic'],['Mikhail-Youzhny']
26,53,['Marin-Cilic'],['Mikhail-Youzhny']
53,26,['Mikhail-Youzhny'],['Marin-Cilic']
26,48,['Marin-Cilic'],['Janko-Tipsarevic']
48,26,['Janko-Tipsarevic'],['Marin-Cilic']
73,26,['Albert-Ramos'],['Marin-Cilic']
26,44,['Marin-Cilic'],['Fabio-Fognini']
26,44,['Marin-Cilic'],['Fabio-Fognini']
26,63,['Marin-Cilic'],['Kevin-Anderson']
26,34,['Marin-Cilic'],['Tomas-Berdych']
