Winner,Loser,Winner_Name,Loser_Name
34,26,['Tomas-Berdych'],['Marin-Cilic']
26,72,['Marin-Cilic'],['Ryan-Harrison']
26,38,['Marin-Cilic'],['Bernard-Tomic']
26,60,['Marin-Cilic'],['Robin-Haase']
33,26,['Alexandr-Dolgopolov'],['Marin-Cilic']
26,94,['Marin-Cilic'],['Arnaud-Clement']
26,90,['Marin-Cilic'],['Thomaz-Bellucci']
86,26,['Ruben-Ramirez-Hidalgo'],['Marin-Cilic']
26,36,['Marin-Cilic'],['Ivo-Karlovic']
26,51,['Marin-Cilic'],['Carlos-Berlocq']
26,74,['Marin-Cilic'],['Potito-Starace']
26,50,['Marin-Cilic'],['Simone-Bolelli']
26,57,['Marin-Cilic'],['Horacio-Zeballos']
41,26,['Nikolay-Davydenko'],['Marin-Cilic']
26,85,['Marin-Cilic'],['Pere-Riba']
47,26,['Stanislas-Wawrinka'],['Marin-Cilic']
26,69,['Marin-Cilic'],['Philipp-Kohlschreiber']
26,65,['Marin-Cilic'],['Philipp-Petzschner']
26,77,['Marin-Cilic'],['Jurgen-Melzer']
80,26,['Viktor-Troicki'],['Marin-Cilic']
26,68,['Marin-Cilic'],['Igor-Kunitsyn']
32,26,['Kei-Nishikori'],['Marin-Cilic']
27,80,['Marcos-Baghdatis'],['Viktor-Troicki']
27,80,['Marcos-Baghdatis'],['Viktor-Troicki']
63,27,['Kevin-Anderson'],['Marcos-Baghdatis']
27,82,['Marcos-Baghdatis'],['Alex-Bogomolov-Jr']
27,35,['Marcos-Baghdatis'],['Somdev-K-Devvarman']
27,35,['Marcos-Baghdatis'],['Somdev-K-Devvarman']
35,27,['Somdev-K-Devvarman'],['Marcos-Baghdatis']
27,77,['Marcos-Baghdatis'],['Jurgen-Melzer']
77,27,['Jurgen-Melzer'],['Marcos-Baghdatis']
48,27,['Janko-Tipsarevic'],['Marcos-Baghdatis']
33,27,['Alexandr-Dolgopolov'],['Marcos-Baghdatis']
27,66,['Marcos-Baghdatis'],['James-Blake']
66,27,['James-Blake'],['Marcos-Baghdatis']
27,90,['Marcos-Baghdatis'],['Thomaz-Bellucci']
81,27,['Yen-Hsun-Lu'],['Marcos-Baghdatis']
27,49,['Marcos-Baghdatis'],['Andreas-Seppi']
27,94,['Marcos-Baghdatis'],['Arnaud-Clement']
27,60,['Marcos-Baghdatis'],['Robin-Haase']
54,27,['Grigor-Dimitrov'],['Marcos-Baghdatis']
37,27,['Olivier-Rochus'],['Marcos-Baghdatis']
27,87,['Marcos-Baghdatis'],['Lukasz-Kubot']
28,94,['Michael-Llodra'],['Arnaud-Clement']
94,28,['Arnaud-Clement'],['Michael-Llodra']
28,56,['Michael-Llodra'],['Victor-Hanescu']
63,28,['Kevin-Anderson'],['Michael-Llodra']
28,53,['Michael-Llodra'],['Mikhail-Youzhny']
28,53,['Michael-Llodra'],['Mikhail-Youzhny']
40,28,['Ernests-Gulbis'],['Michael-Llodra']
54,28,['Grigor-Dimitrov'],['Michael-Llodra']
65,28,['Philipp-Petzschner'],['Michael-Llodra']
28,81,['Michael-Llodra'],['Yen-Hsun-Lu']
28,64,['Michael-Llodra'],['Sam-Querrey']
28,76,['Michael-Llodra'],['Xavier-Malisse']
46,28,['Marcel-Granollers'],['Michael-Llodra']
80,28,['Viktor-Troicki'],['Michael-Llodra']
28,41,['Michael-Llodra'],['Nikolay-Davydenko']
28,79,['Michael-Llodra'],['Juan-Ignacio-Chela']
29,91,['Gael-Monfils'],['Albert-Montanes']
46,29,['Marcel-Granollers'],['Gael-Monfils']
29,38,['Gael-Monfils'],['Bernard-Tomic']
29,63,['Gael-Monfils'],['Kevin-Anderson']
29,31,['Gael-Monfils'],['Jarkko-Nieminen']
29,31,['Gael-Monfils'],['Jarkko-Nieminen']
44,29,['Fabio-Fognini'],['Gael-Monfils']
29,54,['Gael-Monfils'],['Grigor-Dimitrov']
45,29,['Juan-Carlos-Ferrero'],['Gael-Monfils']
29,69,['Gael-Monfils'],['Philipp-Kohlschreiber']
29,69,['Gael-Monfils'],['Philipp-Kohlschreiber']
69,29,['Philipp-Kohlschreiber'],['Gael-Monfils']
29,82,['Gael-Monfils'],['Alex-Bogomolov-Jr']
29,80,['Gael-Monfils'],['Viktor-Troicki']
29,62,['Gael-Monfils'],['Dmitry-Tursunov']
29,48,['Gael-Monfils'],['Janko-Tipsarevic']
29,73,['Gael-Monfils'],['Albert-Ramos']
42,29,['Gilles-Simon'],['Gael-Monfils']
56,29,['Victor-Hanescu'],['Gael-Monfils']
87,29,['Lukasz-Kubot'],['Gael-Monfils']
29,30,['Gael-Monfils'],['David-Ferrer']
29,36,['Gael-Monfils'],['Ivo-Karlovic']
29,60,['Gael-Monfils'],['Robin-Haase']
29,88,['Gael-Monfils'],['Robert-Kendrick']
47,29,['Stanislas-Wawrinka'],['Gael-Monfils']
34,30,['Tomas-Berdych'],['David-Ferrer']
30,33,['David-Ferrer'],['Alexandr-Dolgopolov']
30,33,['David-Ferrer'],['Alexandr-Dolgopolov']
33,30,['Alexandr-Dolgopolov'],['David-Ferrer']
30,41,['David-Ferrer'],['Nikolay-Davydenko']
30,45,['David-Ferrer'],['Juan-Carlos-Ferrero']
30,32,['David-Ferrer'],['Kei-Nishikori']
30,42,['David-Ferrer'],['Gilles-Simon']
42,30,['Gilles-Simon'],['David-Ferrer']
30,78,['David-Ferrer'],['Igor-Andreev']
30,66,['David-Ferrer'],['James-Blake']
30,54,['David-Ferrer'],['Grigor-Dimitrov']
30,85,['David-Ferrer'],['Pere-Riba']
30,92,['David-Ferrer'],['Andreas-Haider-Maurer']
30,43,['David-Ferrer'],['Nicolas-Almagro']
30,43,['David-Ferrer'],['Nicolas-Almagro']
30,43,['David-Ferrer'],['Nicolas-Almagro']
30,72,['David-Ferrer'],['Ryan-Harrison']
30,39,['David-Ferrer'],['Karol-Beck']
30,31,['David-Ferrer'],['Jarkko-Nieminen']
30,31,['David-Ferrer'],['Jarkko-Nieminen']
31,30,['Jarkko-Nieminen'],['David-Ferrer']
30,55,['David-Ferrer'],['Sergiy-Stakhovsky']
30,55,['David-Ferrer'],['Sergiy-Stakhovsky']
30,49,['David-Ferrer'],['Andreas-Seppi']
30,61,['David-Ferrer'],['Adrian-Mannarino']
30,51,['David-Ferrer'],['Carlos-Berlocq']
30,56,['David-Ferrer'],['Victor-Hanescu']
30,77,['David-Ferrer'],['Jurgen-Melzer']
30,77,['David-Ferrer'],['Jurgen-Melzer']
30,80,['David-Ferrer'],['Viktor-Troicki']
30,68,['David-Ferrer'],['Igor-Kunitsyn']
30,35,['David-Ferrer'],['Somdev-K-Devvarman']
30,46,['David-Ferrer'],['Marcel-Granollers']
36,30,['Ivo-Karlovic'],['David-Ferrer']
30,100,['David-Ferrer'],['Santiago-Gonzalez']
30,69,['David-Ferrer'],['Philipp-Kohlschreiber']
31,90,['Jarkko-Nieminen'],['Thomaz-Bellucci']
31,60,['Jarkko-Nieminen'],['Robin-Haase']
31,60,['Jarkko-Nieminen'],['Robin-Haase']
31,47,['Jarkko-Nieminen'],['Stanislas-Wawrinka']
31,66,['Jarkko-Nieminen'],['James-Blake']
82,31,['Alex-Bogomolov-Jr'],['Jarkko-Nieminen']
31,67,['Jarkko-Nieminen'],['Denis-Istomin']
31,67,['Jarkko-Nieminen'],['Denis-Istomin']
31,68,['Jarkko-Nieminen'],['Igor-Kunitsyn']
31,56,['Jarkko-Nieminen'],['Victor-Hanescu']
43,31,['Nicolas-Almagro'],['Jarkko-Nieminen']
43,31,['Nicolas-Almagro'],['Jarkko-Nieminen']
31,33,['Jarkko-Nieminen'],['Alexandr-Dolgopolov']
42,31,['Gilles-Simon'],['Jarkko-Nieminen']
81,31,['Yen-Hsun-Lu'],['Jarkko-Nieminen']
78,31,['Igor-Andreev'],['Jarkko-Nieminen']
31,61,['Jarkko-Nieminen'],['Adrian-Mannarino']
31,55,['Jarkko-Nieminen'],['Sergiy-Stakhovsky']
34,31,['Tomas-Berdych'],['Jarkko-Nieminen']
31,101,['Jarkko-Nieminen'],['Marc-Lopez']
51,31,['Carlos-Berlocq'],['Jarkko-Nieminen']
52,31,['Mikhail-Kukushkin'],['Jarkko-Nieminen']
91,31,['Albert-Montanes'],['Jarkko-Nieminen']
80,31,['Viktor-Troicki'],['Jarkko-Nieminen']
41,31,['Nikolay-Davydenko'],['Jarkko-Nieminen']
55,32,['Sergiy-Stakhovsky'],['Kei-Nishikori']
55,32,['Sergiy-Stakhovsky'],['Kei-Nishikori']
32,34,['Kei-Nishikori'],['Tomas-Berdych']
32,49,['Kei-Nishikori'],['Andreas-Seppi']
32,52,['Kei-Nishikori'],['Mikhail-Kukushkin']
32,52,['Kei-Nishikori'],['Mikhail-Kukushkin']
32,60,['Kei-Nishikori'],['Robin-Haase']
32,33,['Kei-Nishikori'],['Alexandr-Dolgopolov']
32,65,['Kei-Nishikori'],['Philipp-Petzschner']
32,43,['Kei-Nishikori'],['Nicolas-Almagro']
48,32,['Janko-Tipsarevic'],['Kei-Nishikori']
48,32,['Janko-Tipsarevic'],['Kei-Nishikori']
48,32,['Janko-Tipsarevic'],['Kei-Nishikori']
48,32,['Janko-Tipsarevic'],['Kei-Nishikori']
48,32,['Janko-Tipsarevic'],['Kei-Nishikori']
32,102,['Kei-Nishikori'],['Rohan-Bopanna']
32,67,['Kei-Nishikori'],['Denis-Istomin']
71,32,['Lleyton-Hewitt'],['Kei-Nishikori']
64,32,['Sam-Querrey'],['Kei-Nishikori']
32,81,['Kei-Nishikori'],['Yen-Hsun-Lu']
32,85,['Kei-Nishikori'],['Pere-Riba']
85,32,['Pere-Riba'],['Kei-Nishikori']
32,75,['Kei-Nishikori'],['Rui-Machado']
32,78,['Kei-Nishikori'],['Igor-Andreev']
78,32,['Igor-Andreev'],['Kei-Nishikori']
32,58,['Kei-Nishikori'],['Pablo-Cuevas']
32,93,['Kei-Nishikori'],['Jeremy-Chardy']
32,66,['Kei-Nishikori'],['James-Blake']
32,82,['Kei-Nishikori'],['Alex-Bogomolov-Jr']
32,44,['Kei-Nishikori'],['Fabio-Fognini']
33,69,['Alexandr-Dolgopolov'],['Philipp-Kohlschreiber']
69,33,['Philipp-Kohlschreiber'],['Alexandr-Dolgopolov']
46,33,['Marcel-Granollers'],['Alexandr-Dolgopolov']
93,33,['Jeremy-Chardy'],['Alexandr-Dolgopolov']
33,87,['Alexandr-Dolgopolov'],['Lukasz-Kubot']
33,73,['Alexandr-Dolgopolov'],['Albert-Ramos']
33,73,['Alexandr-Dolgopolov'],['Albert-Ramos']
33,38,['Alexandr-Dolgopolov'],['Bernard-Tomic']
33,38,['Alexandr-Dolgopolov'],['Bernard-Tomic']
33,76,['Alexandr-Dolgopolov'],['Xavier-Malisse']
33,36,['Alexandr-Dolgopolov'],['Ivo-Karlovic']
33,51,['Alexandr-Dolgopolov'],['Carlos-Berlocq']
33,51,['Alexandr-Dolgopolov'],['Carlos-Berlocq']
51,33,['Carlos-Berlocq'],['Alexandr-Dolgopolov']
33,54,['Alexandr-Dolgopolov'],['Grigor-Dimitrov']
33,60,['Alexandr-Dolgopolov'],['Robin-Haase']
60,33,['Robin-Haase'],['Alexandr-Dolgopolov']
34,33,['Tomas-Berdych'],['Alexandr-Dolgopolov']
33,45,['Alexandr-Dolgopolov'],['Juan-Carlos-Ferrero']
83,33,['Fernando-Gonzalez'],['Alexandr-Dolgopolov']
33,92,['Alexandr-Dolgopolov'],['Andreas-Haider-Maurer']
80,33,['Viktor-Troicki'],['Alexandr-Dolgopolov']
33,85,['Alexandr-Dolgopolov'],['Pere-Riba']
33,56,['Alexandr-Dolgopolov'],['Victor-Hanescu']
56,33,['Victor-Hanescu'],['Alexandr-Dolgopolov']
33,74,['Alexandr-Dolgopolov'],['Potito-Starace']
74,33,['Potito-Starace'],['Alexandr-Dolgopolov']
41,33,['Nikolay-Davydenko'],['Alexandr-Dolgopolov']
40,33,['Ernests-Gulbis'],['Alexandr-Dolgopolov']
33,49,['Alexandr-Dolgopolov'],['Andreas-Seppi']
33,47,['Alexandr-Dolgopolov'],['Stanislas-Wawrinka']
33,86,['Alexandr-Dolgopolov'],['Ruben-Ramirez-Hidalgo']
43,33,['Nicolas-Almagro'],['Alexandr-Dolgopolov']
33,52,['Alexandr-Dolgopolov'],['Mikhail-Kukushkin']
33,64,['Alexandr-Dolgopolov'],['Sam-Querrey']
42,33,['Gilles-Simon'],['Alexandr-Dolgopolov']
33,78,['Alexandr-Dolgopolov'],['Igor-Andreev']
34,48,['Tomas-Berdych'],['Janko-Tipsarevic']
34,48,['Tomas-Berdych'],['Janko-Tipsarevic']
48,34,['Janko-Tipsarevic'],['Tomas-Berdych']
48,34,['Janko-Tipsarevic'],['Tomas-Berdych']
34,77,['Tomas-Berdych'],['Jurgen-Melzer']
34,69,['Tomas-Berdych'],['Philipp-Kohlschreiber']
34,69,['Tomas-Berdych'],['Philipp-Kohlschreiber']
34,44,['Tomas-Berdych'],['Fabio-Fognini']
34,43,['Tomas-Berdych'],['Nicolas-Almagro']
43,34,['Nicolas-Almagro'],['Tomas-Berdych']
34,36,['Tomas-Berdych'],['Ivo-Karlovic']
34,82,['Tomas-Berdych'],['Alex-Bogomolov-Jr']
34,80,['Tomas-Berdych'],['Viktor-Troicki']
34,65,['Tomas-Berdych'],['Philipp-Petzschner']
65,34,['Philipp-Petzschner'],['Tomas-Berdych']
34,61,['Tomas-Berdych'],['Adrian-Mannarino']
34,40,['Tomas-Berdych'],['Ernests-Gulbis']
34,46,['Tomas-Berdych'],['Marcel-Granollers']
34,90,['Tomas-Berdych'],['Thomaz-Bellucci']
90,34,['Thomaz-Bellucci'],['Tomas-Berdych']
34,37,['Tomas-Berdych'],['Olivier-Rochus']
34,86,['Tomas-Berdych'],['Ruben-Ramirez-Hidalgo']
34,51,['Tomas-Berdych'],['Carlos-Berlocq']
34,87,['Tomas-Berdych'],['Lukasz-Kubot']
47,34,['Stanislas-Wawrinka'],['Tomas-Berdych']
47,34,['Stanislas-Wawrinka'],['Tomas-Berdych']
34,52,['Tomas-Berdych'],['Mikhail-Kukushkin']
34,93,['Tomas-Berdych'],['Jeremy-Chardy']
34,41,['Tomas-Berdych'],['Nikolay-Davydenko']
34,62,['Tomas-Berdych'],['Dmitry-Tursunov']
35,39,['Somdev-K-Devvarman'],['Karol-Beck']
53,35,['Mikhail-Youzhny'],['Somdev-K-Devvarman']
35,61,['Somdev-K-Devvarman'],['Adrian-Mannarino']
61,35,['Adrian-Mannarino'],['Somdev-K-Devvarman']
35,52,['Somdev-K-Devvarman'],['Mikhail-Kukushkin']
35,48,['Somdev-K-Devvarman'],['Janko-Tipsarevic']
48,35,['Janko-Tipsarevic'],['Somdev-K-Devvarman']
35,88,['Somdev-K-Devvarman'],['Robert-Kendrick']
35,74,['Somdev-K-Devvarman'],['Potito-Starace']
35,76,['Somdev-K-Devvarman'],['Xavier-Malisse']
80,35,['Viktor-Troicki'],['Somdev-K-Devvarman']
63,35,['Kevin-Anderson'],['Somdev-K-Devvarman']
70,35,['Tommy-Robredo'],['Somdev-K-Devvarman']
36,64,['Ivo-Karlovic'],['Sam-Querrey']
36,64,['Ivo-Karlovic'],['Sam-Querrey']
36,66,['Ivo-Karlovic'],['James-Blake']
36,83,['Ivo-Karlovic'],['Fernando-Gonzalez']
43,36,['Nicolas-Almagro'],['Ivo-Karlovic']
36,65,['Ivo-Karlovic'],['Philipp-Petzschner']
65,36,['Philipp-Petzschner'],['Ivo-Karlovic']
36,48,['Ivo-Karlovic'],['Janko-Tipsarevic']
48,36,['Janko-Tipsarevic'],['Ivo-Karlovic']
87,36,['Lukasz-Kubot'],['Ivo-Karlovic']
63,36,['Kevin-Anderson'],['Ivo-Karlovic']
36,68,['Ivo-Karlovic'],['Igor-Kunitsyn']
36,42,['Ivo-Karlovic'],['Gilles-Simon']
36,91,['Ivo-Karlovic'],['Albert-Montanes']
36,95,['Ivo-Karlovic'],['Lukas-Rosol']
36,69,['Ivo-Karlovic'],['Philipp-Kohlschreiber']
41,36,['Nikolay-Davydenko'],['Ivo-Karlovic']
48,37,['Janko-Tipsarevic'],['Olivier-Rochus']
66,37,['James-Blake'],['Olivier-Rochus']
77,37,['Jurgen-Melzer'],['Olivier-Rochus']
78,37,['Igor-Andreev'],['Olivier-Rochus']
37,55,['Olivier-Rochus'],['Sergiy-Stakhovsky']
44,37,['Fabio-Fognini'],['Olivier-Rochus']
37,71,['Olivier-Rochus'],['Lleyton-Hewitt']
37,51,['Olivier-Rochus'],['Carlos-Berlocq']
49,37,['Andreas-Seppi'],['Olivier-Rochus']
67,37,['Denis-Istomin'],['Olivier-Rochus']
75,37,['Rui-Machado'],['Olivier-Rochus']
63,37,['Kevin-Anderson'],['Olivier-Rochus']
37,79,['Olivier-Rochus'],['Juan-Ignacio-Chela']
37,53,['Olivier-Rochus'],['Mikhail-Youzhny']
37,86,['Olivier-Rochus'],['Ruben-Ramirez-Hidalgo']
37,95,['Olivier-Rochus'],['Lukas-Rosol']
38,63,['Bernard-Tomic'],['Kevin-Anderson']
38,80,['Bernard-Tomic'],['Viktor-Troicki']
80,38,['Viktor-Troicki'],['Bernard-Tomic']
38,47,['Bernard-Tomic'],['Stanislas-Wawrinka']
38,78,['Bernard-Tomic'],['Igor-Andreev']
78,38,['Igor-Andreev'],['Bernard-Tomic']
38,81,['Bernard-Tomic'],['Yen-Hsun-Lu']
38,41,['Bernard-Tomic'],['Nikolay-Davydenko']
38,76,['Bernard-Tomic'],['Xavier-Malisse']
51,38,['Carlos-Berlocq'],['Bernard-Tomic']
38,75,['Bernard-Tomic'],['Rui-Machado']
38,102,['Bernard-Tomic'],['Rohan-Bopanna']
82,38,['Alex-Bogomolov-Jr'],['Bernard-Tomic']
38,93,['Bernard-Tomic'],['Jeremy-Chardy']
38,68,['Bernard-Tomic'],['Igor-Kunitsyn']
38,84,['Bernard-Tomic'],['Michael-Berrer']
38,87,['Bernard-Tomic'],['Lukasz-Kubot']
96,39,['Rajeev-Ram'],['Karol-Beck']
39,51,['Karol-Beck'],['Carlos-Berlocq']
93,39,['Jeremy-Chardy'],['Karol-Beck']
39,54,['Karol-Beck'],['Grigor-Dimitrov']
95,39,['Lukas-Rosol'],['Karol-Beck']
63,39,['Kevin-Anderson'],['Karol-Beck']
78,39,['Igor-Andreev'],['Karol-Beck']
64,40,['Sam-Querrey'],['Ernests-Gulbis']
95,40,['Lukas-Rosol'],['Ernests-Gulbis']
40,87,['Ernests-Gulbis'],['Lukasz-Kubot']
50,40,['Simone-Bolelli'],['Ernests-Gulbis']
40,53,['Ernests-Gulbis'],['Mikhail-Youzhny']
40,78,['Ernests-Gulbis'],['Igor-Andreev']
40,78,['Ernests-Gulbis'],['Igor-Andreev']
40,45,['Ernests-Gulbis'],['Juan-Carlos-Ferrero']
40,76,['Ernests-Gulbis'],['Xavier-Malisse']
40,82,['Ernests-Gulbis'],['Alex-Bogomolov-Jr']
66,40,['James-Blake'],['Ernests-Gulbis']
62,40,['Dmitry-Tursunov'],['Ernests-Gulbis']
61,40,['Adrian-Mannarino'],['Ernests-Gulbis']
40,44,['Ernests-Gulbis'],['Fabio-Fognini']
40,67,['Ernests-Gulbis'],['Denis-Istomin']
51,40,['Carlos-Berlocq'],['Ernests-Gulbis']
40,81,['Ernests-Gulbis'],['Yen-Hsun-Lu']
40,84,['Ernests-Gulbis'],['Michael-Berrer']
40,55,['Ernests-Gulbis'],['Sergiy-Stakhovsky']
55,40,['Sergiy-Stakhovsky'],['Ernests-Gulbis']
65,40,['Philipp-Petzschner'],['Ernests-Gulbis']
42,40,['Gilles-Simon'],['Ernests-Gulbis']
40,56,['Ernests-Gulbis'],['Victor-Hanescu']
49,41,['Andreas-Seppi'],['Nikolay-Davydenko']
41,42,['Nikolay-Davydenko'],['Gilles-Simon']
42,41,['Gilles-Simon'],['Nikolay-Davydenko']
41,84,['Nikolay-Davydenko'],['Michael-Berrer']
48,41,['Janko-Tipsarevic'],['Nikolay-Davydenko']
48,41,['Janko-Tipsarevic'],['Nikolay-Davydenko']
91,41,['Albert-Montanes'],['Nikolay-Davydenko']
41,72,['Nikolay-Davydenko'],['Ryan-Harrison']
41,87,['Nikolay-Davydenko'],['Lukasz-Kubot']
41,74,['Nikolay-Davydenko'],['Potito-Starace']
41,55,['Nikolay-Davydenko'],['Sergiy-Stakhovsky']
55,41,['Sergiy-Stakhovsky'],['Nikolay-Davydenko']
80,41,['Viktor-Troicki'],['Nikolay-Davydenko']
46,41,['Marcel-Granollers'],['Nikolay-Davydenko']
43,41,['Nicolas-Almagro'],['Nikolay-Davydenko']
60,41,['Robin-Haase'],['Nikolay-Davydenko']
63,41,['Kevin-Anderson'],['Nikolay-Davydenko']
41,44,['Nikolay-Davydenko'],['Fabio-Fognini']
41,44,['Nikolay-Davydenko'],['Fabio-Fognini']
47,41,['Stanislas-Wawrinka'],['Nikolay-Davydenko']
61,42,['Adrian-Mannarino'],['Gilles-Simon']
61,42,['Adrian-Mannarino'],['Gilles-Simon']
42,91,['Gilles-Simon'],['Albert-Montanes']
42,91,['Gilles-Simon'],['Albert-Montanes']
91,42,['Albert-Montanes'],['Gilles-Simon']
46,42,['Marcel-Granollers'],['Gilles-Simon']
42,81,['Gilles-Simon'],['Yen-Hsun-Lu']
42,81,['Gilles-Simon'],['Yen-Hsun-Lu']
42,81,['Gilles-Simon'],['Yen-Hsun-Lu']
42,77,['Gilles-Simon'],['Jurgen-Melzer']
77,42,['Jurgen-Melzer'],['Gilles-Simon']
42,48,['Gilles-Simon'],['Janko-Tipsarevic']
42,48,['Gilles-Simon'],['Janko-Tipsarevic']
65,42,['Philipp-Petzschner'],['Gilles-Simon']
42,55,['Gilles-Simon'],['Sergiy-Stakhovsky']
42,53,['Gilles-Simon'],['Mikhail-Youzhny']
42,53,['Gilles-Simon'],['Mikhail-Youzhny']
53,42,['Mikhail-Youzhny'],['Gilles-Simon']
42,43,['Gilles-Simon'],['Nicolas-Almagro']
42,93,['Gilles-Simon'],['Jeremy-Chardy']
79,42,['Juan-Ignacio-Chela'],['Gilles-Simon']
42,51,['Gilles-Simon'],['Carlos-Berlocq']
42,90,['Gilles-Simon'],['Thomaz-Bellucci']
74,42,['Potito-Starace'],['Gilles-Simon']
42,58,['Gilles-Simon'],['Pablo-Cuevas']
42,95,['Gilles-Simon'],['Lukas-Rosol']
42,80,['Gilles-Simon'],['Viktor-Troicki']
49,43,['Andreas-Seppi'],['Nicolas-Almagro']
43,70,['Nicolas-Almagro'],['Tommy-Robredo']
43,70,['Nicolas-Almagro'],['Tommy-Robredo']
53,43,['Mikhail-Youzhny'],['Nicolas-Almagro']
53,43,['Mikhail-Youzhny'],['Nicolas-Almagro']
43,73,['Nicolas-Almagro'],['Albert-Ramos']
43,91,['Nicolas-Almagro'],['Albert-Montanes']
91,43,['Albert-Montanes'],['Nicolas-Almagro']
43,55,['Nicolas-Almagro'],['Sergiy-Stakhovsky']
43,95,['Nicolas-Almagro'],['Lukas-Rosol']
43,69,['Nicolas-Almagro'],['Philipp-Kohlschreiber']
84,43,['Michael-Berrer'],['Nicolas-Almagro']
87,43,['Lukasz-Kubot'],['Nicolas-Almagro']
43,51,['Nicolas-Almagro'],['Carlos-Berlocq']
43,56,['Nicolas-Almagro'],['Victor-Hanescu']
43,56,['Nicolas-Almagro'],['Victor-Hanescu']
43,56,['Nicolas-Almagro'],['Victor-Hanescu']
43,50,['Nicolas-Almagro'],['Simone-Bolelli']
43,64,['Nicolas-Almagro'],['Sam-Querrey']
43,45,['Nicolas-Almagro'],['Juan-Carlos-Ferrero']
43,46,['Nicolas-Almagro'],['Marcel-Granollers']
77,43,['Jurgen-Melzer'],['Nicolas-Almagro']
43,90,['Nicolas-Almagro'],['Thomaz-Bellucci']
43,79,['Nicolas-Almagro'],['Juan-Ignacio-Chela']
43,79,['Nicolas-Almagro'],['Juan-Ignacio-Chela']
43,75,['Nicolas-Almagro'],['Rui-Machado']
43,78,['Nicolas-Almagro'],['Igor-Andreev']
43,61,['Nicolas-Almagro'],['Adrian-Mannarino']
44,70,['Fabio-Fognini'],['Tommy-Robredo']
70,44,['Tommy-Robredo'],['Fabio-Fognini']
70,44,['Tommy-Robredo'],['Fabio-Fognini']
76,44,['Xavier-Malisse'],['Fabio-Fognini']
44,83,['Fabio-Fognini'],['Fernando-Gonzalez']
44,57,['Fabio-Fognini'],['Horacio-Zeballos']
44,80,['Fabio-Fognini'],['Viktor-Troicki']
80,44,['Viktor-Troicki'],['Fabio-Fognini']
66,44,['James-Blake'],['Fabio-Fognini']
44,75,['Fabio-Fognini'],['Rui-Machado']
44,74,['Fabio-Fognini'],['Potito-Starace']
77,44,['Jurgen-Melzer'],['Fabio-Fognini']
44,67,['Fabio-Fognini'],['Denis-Istomin']
44,91,['Fabio-Fognini'],['Albert-Montanes']
91,44,['Albert-Montanes'],['Fabio-Fognini']
91,44,['Albert-Montanes'],['Fabio-Fognini']
47,44,['Stanislas-Wawrinka'],['Fabio-Fognini']
47,44,['Stanislas-Wawrinka'],['Fabio-Fognini']
44,63,['Fabio-Fognini'],['Kevin-Anderson']
92,44,['Andreas-Haider-Maurer'],['Fabio-Fognini']
44,87,['Fabio-Fognini'],['Lukasz-Kubot']
44,73,['Fabio-Fognini'],['Albert-Ramos']
44,90,['Fabio-Fognini'],['Thomaz-Bellucci']
45,68,['Juan-Carlos-Ferrero'],['Igor-Kunitsyn']
45,82,['Juan-Carlos-Ferrero'],['Alex-Bogomolov-Jr']
45,53,['Juan-Carlos-Ferrero'],['Mikhail-Youzhny']
45,53,['Juan-Carlos-Ferrero'],['Mikhail-Youzhny']
45,90,['Juan-Carlos-Ferrero'],['Thomaz-Bellucci']
45,46,['Juan-Carlos-Ferrero'],['Marcel-Granollers']
45,46,['Juan-Carlos-Ferrero'],['Marcel-Granollers']
45,46,['Juan-Carlos-Ferrero'],['Marcel-Granollers']
48,45,['Janko-Tipsarevic'],['Juan-Carlos-Ferrero']
45,51,['Juan-Carlos-Ferrero'],['Carlos-Berlocq']
45,76,['Juan-Carlos-Ferrero'],['Xavier-Malisse']
93,46,['Jeremy-Chardy'],['Marcel-Granollers']
46,78,['Marcel-Granollers'],['Igor-Andreev']
78,46,['Igor-Andreev'],['Marcel-Granollers']
46,82,['Marcel-Granollers'],['Alex-Bogomolov-Jr']
82,46,['Alex-Bogomolov-Jr'],['Marcel-Granollers']
46,76,['Marcel-Granollers'],['Xavier-Malisse']
46,52,['Marcel-Granollers'],['Mikhail-Kukushkin']
79,46,['Juan-Ignacio-Chela'],['Marcel-Granollers']
46,47,['Marcel-Granollers'],['Stanislas-Wawrinka']
46,47,['Marcel-Granollers'],['Stanislas-Wawrinka']
46,53,['Marcel-Granollers'],['Mikhail-Youzhny']
53,46,['Mikhail-Youzhny'],['Marcel-Granollers']
53,46,['Mikhail-Youzhny'],['Marcel-Granollers']
46,49,['Marcel-Granollers'],['Andreas-Seppi']
46,80,['Marcel-Granollers'],['Viktor-Troicki']
80,46,['Viktor-Troicki'],['Marcel-Granollers']
73,46,['Albert-Ramos'],['Marcel-Granollers']
77,46,['Jurgen-Melzer'],['Marcel-Granollers']
46,62,['Marcel-Granollers'],['Dmitry-Tursunov']
69,46,['Philipp-Kohlschreiber'],['Marcel-Granollers']
47,60,['Stanislas-Wawrinka'],['Robin-Haase']
47,60,['Stanislas-Wawrinka'],['Robin-Haase']
47,71,['Stanislas-Wawrinka'],['Lleyton-Hewitt']
47,63,['Stanislas-Wawrinka'],['Kevin-Anderson']
47,74,['Stanislas-Wawrinka'],['Potito-Starace']
50,47,['Simone-Bolelli'],['Stanislas-Wawrinka']
89,47,['Dustin-Brown'],['Stanislas-Wawrinka']
